Title,Type,Eps,Season,Year,Day,Timeslot,Source,Runtime,Rating,Score,Popularity,Sequel,Studio,Genres,Producers,Licensors
Rewrite,TV,13,Summer,2016,Saturdays,23:30,Visualnovel,24,PG-13,6.79,"107,307",FALSE,8bit,"Action,Comedy,Supernatural,Romance,School","Aniplex,MainichiBroadcastingSystem,Movic,VisualArt's,MagicCapsule,ASCIIMediaWorks,Bushiroad,TokyoMX,BS11,Lawson",
Soushin Shoujo Matoi,TV,12,Fall,2016,Tuesdays,23:00,Original,24,PG-13,6.79,"17,183",FALSE,WhiteFox,"Supernatural,Magic","BandaiVisual,Lantis,NihonAdSystems,Movic,HalfH.PStudio,KBS,Q-Tec,MedicosEntertainment,Infinite",SentaiFilmworks
Bananya,TV,13,Summer,2016,Mondays,20:55,Original,3,G,6.78,"30,911",FALSE,Gathering,"SliceofLife,Comedy,Kids","TMSEntertainment,DAXProduction",DiscotekMedia
Dragonaut: The Resonance,TV,25,Fall,2007,,,Original,25,R+,6.78,"50,872",FALSE,Gonzo,"Action,Drama,Fantasy,Mecha,Romance,Sci-Fi","NihonAdSystems,SotsuMusicPublishing",Funimation
Fight Ippatsu! Juuden-chan!!,TV,12,Summer,2009,,,Manga,24,R+,6.78,"22,774",FALSE,StudioHibari,"Ecchi,Comedy,Sci-Fi,Shounen","AvexEntertainment,Genco,Mobcast",MediaBlasters
Happy☆Lesson (TV),TV,13,Spring,2002,,,Manga,23,PG-13,6.78,"18,743",FALSE,StudioHibari,"Comedy,Drama,Harem,Romance,SliceofLife",KSS,ADVFilms
Night Wizard,TV,13,Fall,2007,,,Game,25,PG-13,6.78,"28,872",FALSE,"Nonefound,addsome","Adventure,Fantasy,Magic,Shounen","HalFilmMaker,TYO",
Recorder to Randoseru Do♪,TV,13,Winter,2012,,,Manga,3,PG-13,6.78,"33,101",FALSE,Seven,"Comedy,School,Seinen,SliceofLife","Takeshobo,DreamCreation",
Recorder to Randoseru Mi☆,TV,12,Summer,2013,,,Unknown,3,PG-13,6.78,"13,940",TRUE,Seven,"Comedy,School,Seinen,SliceofLife",Takeshobo,
Tenshi no 3P!,TV,12,Summer,2017,Mondays,20:00,Lightnovel,23,PG-13,6.77,"23,783",FALSE,ProjectNo.9,"Music,SliceofLife,School","Sotsu,Lantis,AT-X,BarnumStudio,KlockWorx,GAGA,ASCIIMediaWorks,StudioMausu,Showgate,HappinetPictures,HakuhodoDYMusic&Pictures",
Absolute Duo,TV,12,Winter,2015,Sundays,20:30,Lightnovel,24,R,6.77,"226,343",FALSE,8bit,"Action,Harem,Supernatural,Romance,Ecchi,School","HalfH.PStudio,AT-X,feng,Showgate",Funimation
Astarotte no Omocha!,TV,12,Spring,2011,,,Manga,23,PG-13,6.77,"84,975",FALSE,Diomedea,"Comedy,Demons,Ecchi,Fantasy,Romance,Seinen","KadokawaShoten,PonyCanyon,DAXProduction,KlockWorx,ASCIIMediaWorks",
Bakuten Shoot Beyblade 2002,TV,51,Winter,2002,Mondays,18:00,Manga,21,PG,6.77,"32,813",TRUE,NipponAnimation,"Action,Adventure,Comedy,Sci-Fi,Shounen,Sports","d-rights,HeewonEntertainment",Nelvana
Juubee Ninpuuchou: Ryuuhougyoku-hen,TV,13,Spring,2003,,,Original,24,R,6.77,"25,416",TRUE,Madhouse,"Adventure,Horror,Magic,MartialArts,Shounen,Supernatural",StudioTakeOff,UrbanVision
Kashimashi: Girl Meets Girl,TV,12,Winter,2006,,,Manga,24,PG-13,6.77,"35,020",FALSE,StudioHibari,"Comedy,Drama,Romance,School,ShoujoAi,SliceofLife","BandaiVisual,Lantis",MediaBlasters
Mezzo DSA,TV,13,Winter,2004,,,Original,25,R+,6.77,"12,856",TRUE,Arms,"Action,Adventure,Comedy,Mystery,Sci-Fi","StudioPierrot,Shochiku,Memory-Tech,HappinetPictures","ADVFilms,SentaiFilmworks"
Mushi-Uta,TV,12,Summer,2007,,,Lightnovel,24,PG-13,6.77,"12,696",FALSE,Zexcs,"Action,Sci-Fi,Fantasy","WOWOW,BeatFrog,Broccoli,StudioTulip,Rakuonsha",
Sora no Method,TV,13,Fall,2014,Sundays,22:30,Original,24,PG-13,6.77,"56,699",FALSE,Studio3Hz,"SliceofLife,Drama,Fantasy,School","BandaiVisual,Sotsu,Lantis,Showgate,GoodSmileCompany,Infinite",SentaiFilmworks
B-Project: Kodou*Ambitious,TV,12,Summer,2016,Sundays,0:30,Music,24,PG-13,6.76,"23,117",FALSE,A-1Pictures,"Music,Shoujo","Aniplex,Movic,MAGES.,TokyoMX,HakuhodoDYMusic&Pictures,BS11,Lawson,ABCAnimation",
DearS,TV,12,Summer,2004,Sundays,Unknown,Manga,23,R+,6.76,"100,673",FALSE,Daume,"Sci-Fi,Harem,Comedy,Romance,Ecchi","BandaiVisual,HalFilmMaker,Genco,Lantis","DiscotekMedia,GeneonEntertainmentUSA"
Gakuen Heaven,TV,13,Spring,2006,,,Visualnovel,26,PG-13,6.76,"39,031",FALSE,TokyoKids,"Comedy,Drama,Romance,School,Josei,ShounenAi","GeneonUniversalEntertainment,VisualArt's",MediaBlasters
Gift: Eternal Rainbow,TV,12,Fall,2006,,,Visualnovel,24,PG-13,6.76,"23,833",FALSE,OLM,"Comedy,Drama,Harem,Magic,Romance,School",StudioJack,
Gilgamesh,TV,26,Fall,2003,,,Manga,23,R,6.76,"27,524",FALSE,"GroupTAC,JapanVistec","Drama,Fantasy,Sci-Fi,Supernatural",KansaiTelecasting,ADVFilms
Nagato Yuki-chan no Shoushitsu,TV,16,Spring,2015,Saturdays,1:40,Manga,24,PG-13,6.76,"74,716",FALSE,Satelight,"Comedy,Romance,School,Seinen,SliceofLife","Lantis,KadokawaShoten,KlockWorx",Funimation
Skull Man,TV,13,Spring,2007,,,Manga,23,PG-13,6.76,"18,728",FALSE,Bones,"Action,Mystery,SuperPower","GeneonUniversalEntertainment,Diomedea",SentaiFilmworks
Fuuka,TV,12,Winter,2017,Fridays,22:00,Manga,24,R+,6.75,"115,784",TRUE,Diomedea,"Drama,Ecchi,Music,Romance,School,Shounen","StudioTulip,MagicCapsule,WarnerBros.,flyingDOG",Funimation
Persona 4 the Golden Animation,TV,12,Summer,2014,,,Game,23,PG-13,6.75,"45,915",FALSE,A-1Pictures,"Sci-Fi,Adventure,Mystery,SuperPower,Supernatural,School","Aniplex,YomikoAdvertising,MainichiBroadcastingSystem,Movic,Sega",AniplexofAmerica
Seikon no Qwaser,TV,24,Winter,2010,Sundays,3:28,Manga,24,R+,6.75,"174,041",FALSE,HoodsEntertainment,"Action,SuperPower,Supernatural,Ecchi,Seinen",TAKICorporation,SentaiFilmworks
Umi Monogatari: Anata ga Ite Kureta Koto,TV,12,Summer,2009,,,Game,24,PG-13,6.75,"16,894",FALSE,Zexcs,"Supernatural,Drama,Magic,Romance,Fantasy","Nonefound,addsome",NozomiEntertainment
Akiba's Trip The Animation,TV,13,Winter,2017,Wednesdays,22:30,Game,23,PG-13,6.74,"63,744",FALSE,Gonzo,"Action,Comedy,Supernatural,Ecchi","AT-X,DLE,StudioMausu,BSFuji,TokyoMX,EvilLineRecords,DocomoAnimeStore,bilibili,DMM.com,SotsuMusicPublishing,EXAInternational",Funimation
D.C.III: Da Capo III,TV,13,Winter,2013,,,Visualnovel,23,PG-13,6.74,"18,460",TRUE,KazamiGakuenKoushikiDouga-bu,"Ecchi,Romance,School,Drama","Lantis,PonyCanyon,Dwango,GoodSmileCompany",
Medarot Damashii,TV,39,Summer,2000,Fridays,18:00,Game,20,G,6.74,"10,921",TRUE,TransArts,"Action,Sci-Fi,Adventure","TVTokyo,NihonAdSystems,Nelvana",ADVFilms
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,TV,12,Fall,2012,,,Lightnovel,24,R+,6.74,"140,314",FALSE,SilverLink.,"Comedy,Ecchi,Harem,Romance,School","Lantis,MediaFactory,AT-X,DAXProduction,Cospa,SonyMusicCommunications",Funimation
Coyote Ragtime Show,TV,12,Summer,2006,,,Original,24,PG-13,6.73,"14,205",FALSE,ufotable,"Action,Adventure,Comedy,Mecha,Sci-Fi,Shounen","Nonefound,addsome","ADVFilms,Funimation"
Teekyuu,TV,12,Fall,2012,Sundays,22:27,Manga,2,PG-13,6.73,"38,139",FALSE,MAPPA,"Comedy,School,Shounen,Sports","DAXProduction,EarthStarEntertainment",
.hack//Tasogare no Udewa Densetsu,TV,12,Winter,2003,,,Manga,23,PG-13,6.72,"51,019",TRUE,BeeTrain,"Adventure,Comedy,Fantasy,Game,Sci-Fi,Shounen","BandaiVisual,YomikoAdvertising","Funimation,BandaiEntertainment"
Berserk,TV,12,Summer,2016,Fridays,22:30,Manga,24,R+,6.72,"127,838",TRUE,"Millepensee,GEMBA","Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Romance,Seinen,Supernatural","WOWOW,MainichiBroadcastingSystem,Hakusensha,UltraSuperPictures,LIDENFILMS,NBCUniversalEntertainmentJapan,LucentPicturesEntertainment,DocomoAnimeStore,KoeiTecmoGames",Crunchyroll
Blood-C,TV,12,Summer,2011,,,Manga,23,R,6.72,"146,993",FALSE,ProductionI.G,"Action,Horror,School,Supernatural,Vampire","Aniplex,MainichiBroadcastingSystem,Dwango",Funimation
E's Otherwise,TV,26,Spring,2003,Tuesdays,18:00,Manga,23,PG-13,6.72,"12,509",FALSE,StudioPierrot,"Adventure,Comedy,Drama,Military,Sci-Fi,Shounen,Supernatural",Sotsu,ADVFilms
Hoshi no Kirby,TV,100,Fall,2001,Saturdays,19:30,Game,24,PG,6.72,"12,620",FALSE,StudioSign,"Action,Adventure,Comedy,Parody,Fantasy","CBC,Nintendo",4KidsEntertainment
Persona: Trinity Soul,TV,26,Winter,2008,,,Original,23,PG-13,6.72,"53,658",FALSE,A-1Pictures,"Action,Sci-Fi,SuperPower",Aniplex,"NISAmerica,Inc."
Ranpo Kitan: Game of Laplace,TV,11,Summer,2015,Fridays,0:55,Original,23,R,6.72,"77,548",FALSE,Lerche,Mystery,"Aniplex,Dentsu,FujiTV,FujiPacificMusicPublishing,Houbunsha",Funimation
Sacred Seven,TV,12,Summer,2011,Sundays,2:28,Original,24,PG-13,6.72,"52,889",FALSE,Sunrise,"Action,Sci-Fi,SuperPower,School","Nonefound,addsome","Bandai,SentaiFilmworks"
Sasami-san@Ganbaranai,TV,12,Winter,2013,,,Lightnovel,24,PG-13,6.72,"61,865",FALSE,Shaft,"Comedy,Romance,Supernatural","Aniplex,TBS",SentaiFilmworks
Seikoku no Dragonar,TV,12,Spring,2014,,,Lightnovel,24,R+,6.72,"102,803",FALSE,C-Station,"Comedy,Ecchi,Fantasy,School","MediaFactory,AT-X,SonyMusicCommunications,TsukurunoMori",Funimation
Hanaukyou Maid-tai,TV,12,Spring,2001,,,Manga,14,R+,6.71,"21,086",FALSE,Daume,"Comedy,Ecchi,Harem,Romance",m.o.e.,
Honoo no Mirage,TV,13,Winter,2002,,,Lightnovel,24,PG-13,6.71,"14,377",FALSE,Madhouse,"Action,Romance,Supernatural,Historical,School,Drama,ShounenAi","Aniplex,Shueisha",MediaBlasters
Kemeko Deluxe!,TV,12,Fall,2008,,,Manga,24,PG-13,6.71,"29,575",FALSE,HalFilmMaker,"Action,Comedy,Ecchi,Romance,School,Sci-Fi,Shounen","GeneonUniversalEntertainment,YTV,KlockWorx,ACCreate,YomiuriAdvertising",
M3: Sono Kuroki Hagane,TV,24,Spring,2014,Tuesdays,1:35,Original,24,R,6.71,"42,718",FALSE,Satelight,"Action,Sci-Fi,Mystery,Psychological,Drama,Mecha","Sotsu,MagicCapsule,flyingDOG,C2C,HappinetPictures,BandaiNamcoGames,Mobcast",
Nekogami Yaoyorozu,TV,12,Summer,2011,,,Manga,23,PG-13,6.71,"13,877",FALSE,AICPlus+,"SliceofLife,Comedy,Supernatural,Seinen","Sotsu,AT-X,MarvelousAQL,AkitaShoten","NISAmerica,Inc."
"Ore, Twintail ni Narimasu.",TV,12,Fall,2014,Fridays,1:46,Lightnovel,24,PG-13,6.71,"82,816",FALSE,ProductionIMS,"Action,Comedy,Romance,Fantasy,School,Shounen","PonyCanyon,TBS,DAXProduction,Daiichikosho,Shogakukan",Funimation
Tokyo Underground,TV,26,Spring,2002,Tuesdays,18:30,Manga,25,PG-13,6.71,"19,785",FALSE,StudioPierrot,"Action,Adventure,Romance,Sci-Fi,Shounen,SuperPower",TVTokyoMusic,
Hina Logi: From Luck & Logic,TV,12,Summer,2017,Saturdays,Unknown,Cardgame,23,PG-13,6.7,"13,967",FALSE,DogaKobo,"Action,Comedy,Fantasy,School","BandaiVisual,Lantis,Nitroplus,Bushiroad,Yuhodo",Funimation
Kage kara Mamoru!,TV,12,Winter,2006,,,Lightnovel,24,PG-13,6.7,"18,760",FALSE,GroupTAC,"Comedy,Romance,Shounen","Aniplex,StudioTulip,TohokushinshaFilmCorporation",SentaiFilmworks
Queen's Blade: Gyokuza wo Tsugu Mono,TV,12,Fall,2009,,,Other,24,R+,6.7,"34,968",TRUE,Arms,"Action,Adventure,Ecchi,Fantasy","Genco,MediaFactory,AT-X,MagicCapsule,HobbyJapan,Toranoana",MediaBlasters
Shugo Chara! Party!,TV,25,Fall,2009,,,Manga,21,PG,6.7,"45,932",TRUE,Satelight,"Comedy,Magic,School,Shoujo","TVTokyo,Sotsu",
White Album,TV,13,Winter,2009,,,Visualnovel,25,PG-13,6.7,"64,114",FALSE,SevenArcs,"Drama,Harem,Music,Romance","Nonefound,addsome",
Dagashi Kashi,TV,12,Winter,2016,Fridays,2:16,Manga,24,PG-13,6.69,"186,452",FALSE,feel.,"SliceofLife,Comedy,Shounen","PonyCanyon,TBS,DAXProduction,BS-TBS,Shogakukan,Lawson,RAY,U-NEXT,Nichion",Funimation
Dance with Devils,TV,12,Fall,2015,Wednesdays,23:30,Original,23,R,6.69,"51,458",FALSE,Brain'sBase,"Harem,Demons,Supernatural,Romance,Vampire,Shoujo","AvexEntertainment,NihonAdSystems,Movic,KlockWorx,DIVEIIEntertainment",Funimation
Narue no Sekai,TV,12,Spring,2003,Sundays,1:55,Manga,24,PG-13,6.69,"12,673",FALSE,StudioLive,"Comedy,Romance,Sci-Fi","Lantis,MediaFactory,PonyCanyon,Imagica","ADVFilms,CentralParkMedia"
Pokemon Best Wishes! Season 2,TV,24,Summer,2012,Thursdays,19:00,Game,22,PG,6.69,"24,152",TRUE,OLM,"Action,Adventure,Comedy,Fantasy,Kids","TVTokyo,MediaNet,HalfH.PStudio,StudioJack",ThePokemonCompanyInternational
Sengoku Otome: Momoiro Paradox,TV,13,Spring,2011,,,Game,23,R+,6.69,"30,510",FALSE,TMSEntertainment,"Action,Sci-Fi,Comedy,Historical,SuperPower,Samurai","Nonefound,addsome",SentaiFilmworks
Tokkou,TV,13,Spring,2006,,,Manga,24,R,6.69,"33,292",FALSE,"AICSpirits,GroupTAC","Action,Comedy,Horror,Mystery,Police,Supernatural","WOWOW,Shochiku",MangaEntertainment
Tsuyokiss,TV,12,Summer,2006,Sundays,2:05,Visualnovel,24,PG-13,6.69,"14,646",FALSE,"TrinetEntertainment,StudioHibari","Comedy,Romance,School,SliceofLife","ThreeFatSamurai,SolBlade",
Wakako-zake,TV,12,Summer,2015,Sundays,22:27,Manga,2,PG-13,6.69,"22,756",FALSE,OfficeDCI,"Seinen,SliceofLife","Nonefound,addsome",
Yami to Boushi to Hon no Tabibito,TV,13,Fall,2003,,,Visualnovel,24,R+,6.69,"20,635",FALSE,StudioDeen,"Adventure,Ecchi,Fantasy,Magic,Mystery,ShoujoAi","Nonefound,addsome",MediaBlasters
Inugami-san to Nekoyama-san,TV,12,Spring,2014,,,4-komamanga,3,PG-13,6.68,"43,610",FALSE,Seven,"Comedy,School,ShoujoAi","DAXProduction,DreamCreation",
Kanokon,TV,12,Spring,2008,,,Lightnovel,24,R+,6.68,"142,585",FALSE,Xebec,"Comedy,Ecchi,Harem,Romance,School,Shounen,SliceofLife,Supernatural","MediaFactory,Movic,AT-X",MediaBlasters
Kishin Houkou Demonbane (TV),TV,12,Spring,2006,,,Visualnovel,25,R,6.68,"27,844",FALSE,ViewWorks,"Action,Ecchi,Harem,Magic,Mecha,Romance,Shounen","Nonefound,addsome",
Metal Fight Beyblade,TV,51,Spring,2009,Sundays,8:30,Manga,25,PG,6.68,"18,949",FALSE,"TatsunokoProduction,SynergySP,Seven","Adventure,Comedy,Sports","Nonefound,addsome",Nelvana
Ojisan to Marshmallow,TV,12,Winter,2016,Fridays,1:00,Webmanga,3,PG-13,6.68,"37,659",FALSE,CreatorsinPack,"Comedy,SliceofLife","DAXProduction,DreamCreation",
Touka Gettan,TV,26,Spring,2007,,,Visualnovel,23,R,6.68,"14,947",FALSE,StudioDeen,"Romance,Supernatural,Drama",WAOWorld,
Fudanshi Koukou Seikatsu,TV,12,Summer,2016,Tuesdays,22:55,Manga,3,PG-13,6.67,"35,127",FALSE,EMT²,"SliceofLife,Comedy,School,Shoujo","DAXProduction,DreamCreation,bilibili",
Inu to Hasami wa Tsukaiyou,TV,12,Summer,2013,Tuesdays,1:00,Lightnovel,24,PG-13,6.67,"79,126",FALSE,Gonzo,"Comedy,Supernatural","AvexEntertainment,DLE,Enterbrain,StudioMausu,Xing",SentaiFilmworks
Kabuki-bu!,TV,12,Spring,2017,Fridays,2:28,Novel,24,PG-13,6.67,"12,437",FALSE,StudioDeen,School,"Shochiku,KadokawaShoten,PonyCanyon,TBS",SentaiFilmworks
Kämpfer,TV,12,Fall,2009,,,Lightnovel,24,R+,6.67,"168,650",FALSE,Nomad,"Action,Comedy,Ecchi,Romance,School,ShoujoAi,SuperPower","TBS,RAY",SentaiFilmworks
Norn9: Norn+Nonet,TV,12,Winter,2016,Thursdays,21:30,Visualnovel,24,PG-13,6.67,"46,977",FALSE,KinemaCitrus,"Adventure,Romance,Fantasy,Josei","FrontierWorks,Sotsu,AT-X,Orange,NBCUniversalEntertainmentJapan,TokyoMX,i0+,famima.com,HakuhodoDYMusic&Pictures,DocomoAnimeStore,TEAMEntertainmentInc.,ChugaiMiningCo.,Ltd.,MedicosEntertainment,ToshibaDigitalFrontiers",SentaiFilmworks
Pokemon Best Wishes!,TV,84,Fall,2010,Thursdays,19:00,Game,22,PG,6.67,"40,643",TRUE,OLM,"Action,Adventure,Comedy,Fantasy,Kids","TVTokyo,MediaNet,HalfH.PStudio,StudioJack","VizMedia,ThePokemonCompanyInternational"
RDG: Red Data Girl,TV,12,Spring,2013,,,Novel,24,PG-13,6.67,"76,323",FALSE,P.A.Works,"Fantasy,Magic",Lantis,Funimation
Comic Party,TV,13,Spring,2001,,,Visualnovel,24,PG-13,6.66,"13,895",FALSE,OLM,"Comedy,Drama",KSS,"NozomiEntertainment,DiscotekMedia"
Final Approach,TV,13,Fall,2004,,,Visualnovel,14,PG-13,6.66,"26,522",FALSE,Zexcs,"Comedy,Drama,Romance,SliceofLife",TrinetEntertainment,
Hitori no Shita: The Outcast,TV,12,Summer,2016,Saturdays,21:00,Webmanga,24,R,6.66,"48,158",FALSE,NamuAnimation,"Action,SuperPower,Supernatural","HaolinersAnimationLeague,TencentAnimation,Emon",
Joshikousei: Girl's High,TV,12,Spring,2006,Tuesdays,1:30,Manga,24,PG-13,6.66,"25,193",FALSE,Arms,"Comedy,Drama,Ecchi,School,SliceofLife","Genco,Showgate,Futabasha",MediaBlasters
Kore ga Watashi no Goshujinsama,TV,12,Spring,2005,,,Manga,24,R+,6.66,"60,755",FALSE,"Gainax,Shaft","Comedy,Ecchi,SliceofLife","GeneonUniversalEntertainment,TBS,DAXProduction,Memory-Tech",SentaiFilmworks
Miracle☆Train: Oedo-sen e Youkoso,TV,13,Fall,2009,,,Original,23,PG-13,6.66,"14,961",FALSE,YumetaCompany,"Fantasy,Shoujo","TVTokyo,Aniplex,Lantis,DAXProduction,TYOAnimations",
Qualidea Code,TV,12,Summer,2016,Sundays,0:00,Original,23,PG-13,6.66,"77,395",FALSE,A-1Pictures,"Action,Supernatural,Magic","Aniplex,Marvelous,DelfiSound,ABCAnimation,JapanSleeve",
R-15,TV,12,Summer,2011,,,Lightnovel,24,R+,6.66,"61,784",FALSE,"AIC,Remic","Comedy,Ecchi,Harem,Romance,School","KadokawaShoten,KadokawaPicturesJapan,KlockWorx,AMGMUSIC,StudioKelmadick,Glovision",
Sengoku Musou,TV,12,Winter,2015,Mondays,1:35,Game,24,PG-13,6.66,"15,355",TRUE,TYOAnimations,"Action,Historical,Samurai","TVTokyo,AvexEntertainment,NihonAdSystems,TezukaProductions,Koei",Funimation
iDOLM@STER Xenoglossia,TV,26,Spring,2007,Mondays,2:30,Original,23,PG-13,6.65,"16,696",FALSE,Sunrise,"Action,Comedy,Mecha,Sci-Fi","Nonefound,addsome",SentaiFilmworks
Z/X: Ignition,TV,12,Winter,2014,,,Cardgame,24,PG-13,6.65,"28,615",FALSE,TelecomAnimationFilm,"Game,Sci-Fi,Adventure,Fantasy","Sotsu,PonyCanyon,NipponIchiSoftware",DiscotekMedia
Akaneiro ni Somaru Saka,TV,12,Fall,2008,,,Visualnovel,25,R+,6.64,"102,601",FALSE,TNK,"Harem,Comedy,Romance,Ecchi,School","Marvelous,feng,DelfiSound,PonyCanyonEnterprise",SentaiFilmworks
Arata Kangatari,TV,12,Spring,2013,Tuesdays,2:05,Manga,24,PG-13,6.64,"44,933",FALSE,Satelight,"Adventure,Fantasy,Shounen","TVTokyo,Sotsu,Lantis,JManimation",
Danchigai,TV,12,Summer,2015,Fridays,1:00,4-komamanga,3,PG-13,6.64,"49,216",FALSE,CreatorsinPack,"Comedy,SliceofLife","DAXProduction,DreamCreation",
HenSemi (TV),TV,13,Spring,2011,,,Manga,12,R,6.64,"31,463",FALSE,Xebec,"Comedy,Ecchi,Seinen","Nonefound,addsome",
Kyoushirou to Towa no Sora,TV,12,Winter,2007,,,Manga,24,PG-13,6.64,"30,976",FALSE,TNK,"Drama,Magic,Romance,Shounen","GeneonUniversalEntertainment,AT-X,KlockWorx,StudioMausu,ToshibaEntertainment","ADVFilms,Funimation"
Maken-Ki!,TV,12,Fall,2011,,,Manga,25,R+,6.64,"128,973",FALSE,AIC,"Action,Ecchi,Harem,MartialArts,School,SuperPower","Nonefound,addsome",Funimation
Otogi Story Tenshi no Shippo,TV,12,Fall,2001,,,Original,22,PG-13,6.64,"10,040",FALSE,TokyoKids,"Fantasy,Magic,Comedy,Harem,Romance",Lantis,BandaiEntertainment
Rizelmine,TV,24,Spring,2002,,,Manga,15,R+,6.64,"18,012",FALSE,"Madhouse,Imagin","Sci-Fi,Comedy,Romance,Ecchi,School",m.o.e.,
Rolling☆Girls,TV,12,Winter,2015,Sundays,1:58,Original,24,PG-13,6.64,"55,894",FALSE,WitStudio,"Action,Adventure,SliceofLife,SuperPower","Dentsu,Shochiku,MainichiBroadcastingSystem,PonyCanyon,Movic",Funimation
Seikon no Qwaser II,TV,12,Spring,2011,Tuesdays,2:30,Manga,24,R+,6.64,"76,072",TRUE,HoodsEntertainment,"Action,SuperPower,Supernatural,Ecchi,Seinen","Nonefound,addsome",SentaiFilmworks
Amaenaide yo!!,TV,12,Summer,2005,,,Manga,24,R+,6.63,"53,339",FALSE,StudioDeen,"Comedy,Ecchi,Harem,Romance,Supernatural","Nonefound,addsome","NozomiEntertainment,MediaBlasters"
Bus Gamer,TV,3,Winter,2008,,,Manga,23,PG-13,6.63,"21,693",FALSE,Anpro,Action,"FrontierWorks,Sotsu,StudioIzena",
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,TV,25,Fall,2011,Sundays,6:30,Original,25,PG,6.63,"13,925",TRUE,ToeiAnimation,"Action,Adventure,Comedy,Fantasy,Shounen",TVAsahi,FlatironFilmCompany
Girls Bravo: First Season,TV,11,Summer,2004,,,Manga,23,R+,6.63,"94,454",FALSE,AICSpirits,"Comedy,Ecchi,Fantasy,Harem,Romance,School","Lantis,KadokawaShoten,FujiTV,Rakuonsha,KlockWorx,HappinetPictures,StudioJack","Funimation,GeneonEntertainmentUSA"
Long Riders!,TV,12,Fall,2016,Saturdays,21:00,Manga,23,PG-13,6.63,"15,764",FALSE,Actas,"SliceofLife,Comedy,Sports,Shounen","Lantis,DAXProduction,NBCUniversalEntertainmentJapan,HakuhodoDYMusic&Pictures,Ichijinsha,BandaiChannel",SentaiFilmworks
Nyanko Days,TV,12,Winter,2017,Sundays,22:25,4-komamanga,2,PG-13,6.63,"29,134",FALSE,EMT²,"SliceofLife,Comedy",QuatreStella,
Ooyasan wa Shishunki!,TV,12,Winter,2016,Sundays,22:27,4-komamanga,2,PG-13,6.63,"28,925",FALSE,SevenArcsPictures,"SliceofLife,Comedy","Genco,bilibili",
Tokyo ESP,TV,12,Summer,2014,,,Manga,24,R,6.63,"110,688",FALSE,Xebec,"Action,Sci-Fi,Comedy,SuperPower,Supernatural,Shounen","Lantis,Rakuonsha,KlockWorx,TokyoMX",Funimation
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",TV,12,Fall,2010,Mondays,23:30,Visualnovel,25,R+,6.63,"212,618",FALSE,feel.,"Drama,Ecchi,Harem,Romance","StarchildRecords,StudioMausu,GANSIS,PRA",MediaBlasters
Dororon Enma-kun Meeramera,TV,12,Spring,2011,,,Manga,24,R,6.62,"12,307",FALSE,Brain'sBase,"Action,Comedy,SuperPower,Demons,Supernatural,Magic,Ecchi,Fantasy","MainichiBroadcastingSystem,DynamicPlanning","NISAmerica,Inc."
Kenka Banchou Otome: Girl Beats Boys,TV,12,Spring,2017,Wednesdays,22:30,Visualnovel,8,PG-13,6.62,"29,545",FALSE,"ProjectNo.9,A-Real","Action,MartialArts,School,Shoujo","Grooove,DMM.com",
Shining Tears X Wind,TV,13,Spring,2007,Saturdays,1:30,Game,24,PG-13,6.62,"25,577",FALSE,StudioDeen,"Action,Adventure,Fantasy,Magic",Sega,DiscotekMedia
Shuffle! Memories,TV,12,Winter,2007,,,Visualnovel,24,PG-13,6.62,"37,605",FALSE,Asread,"Comedy,Drama,Ecchi,Fantasy,Harem,Magic,Romance,School,Seinen",Memory-Tech,KadokawaPicturesUSA
To Heart 2,TV,13,Fall,2005,,,Visualnovel,24,PG-13,6.62,"14,978",FALSE,OLM,"Comedy,Drama,Harem,Romance,School,SliceofLife","Nonefound,addsome",MaidenJapan
Futakoi,TV,13,Fall,2004,,,Original,24,PG-13,6.61,"25,929",FALSE,TelecomAnimationFilm,"Comedy,Romance,School",Lantis,
Koukaku no Pandora,TV,12,Winter,2016,Fridays,23:00,Manga,24,PG-13,6.61,"30,238",FALSE,"StudioGokumi,AXsiZ","Action,Comedy,Ecchi,Sci-Fi","Lantis,Rakuonsha,AT-X,KlockWorx",Funimation
Morita-san wa Mukuchi.,TV,13,Summer,2011,,,4-komamanga,3,PG-13,6.61,"16,473",FALSE,Seven,"Comedy,School,SliceofLife","DAXProduction,Takeshobo",
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,TV,12,Summer,2016,Saturdays,7:00,Book,24,PG,6.61,"11,134",FALSE,WAOWorld,"Sci-Fi,Adventure","TVTokyo,StudioMausu",Funimation
12-sai.: Chicchana Mune no Tokimeki,TV,12,Spring,2016,Mondays,19:30,Manga,24,PG,6.61,"16,530",FALSE,OLM,"Romance,School,Shoujo","ShogakukanProductions,AT-X,NipponColumbia,TokyoMX,Shogakukan,EastJapanMarketing&Communications,SunTV",
Jigoku Shoujo: Yoi no Togi,TV,6,Summer,2017,Saturdays,0:00,Original,23,R,6.6,"25,399",TRUE,StudioDeen,"Mystery,Horror,Psychological,Supernatural","Aniplex,Fujishouji",AniplexofAmerica
